rank,id,problem_number,title,category,ev,ev_low,ev_high,impact,p_solve,p_valid_open,assessment,local_status,upstream_status,eligible,present,holds,reasons,source_url
1302,30002302,OWR-12339-008,Trigonometric Factorization of Positive Matrix Polynomials,Analysis,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/11
1303,30002303,OWR-12339-009,Muckenhoupt Thresholds for Integer-Translate Schauder Bases,Analysis,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/11
1304,30002313,OWR-12479-004,Minimum Graph Homomorphism Counts at Fixed Density,Graph Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/16
1305,30002314,OWR-12479-006,Li–Szegedy Smooth-Retract Conjecture,Graph Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/16
1306,30002315,OWR-12479-008,Strict Graph-Invariant Bounds and Farber-Chain Rank Gradients,Graph Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/16
1307,30002318,OWR-12481-003,Concentration of Largest Triangular Submatrices in Random Matrices,Probability,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/18
1308,30002320,OWR-12481-005,Existence of Random-Graph Coloring Growth Rates,Probability,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/18
1309,30002321,OWR-12481-010,Large Nonnegative Rank at Bounded Ordinary Rank,Algebra,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/18
1310,30002326,OWR-12481-016,Sublinear Bounds for Disjoint Homometric Vertex Sets,Graph Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/18
1311,30002330,OWR-12484-005,Convex Spheres with an Isolated Index-Three-Halves Umbilic,Geometry,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2013/21
1312,30002341,OWR-12487-003,Spherical Hecke Modules on Homogeneous Schemes,Number Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/24
1313,30002344,OWR-12490-004,Torus Quotients among Simple Compact Kähler Threefolds,Algebraic Geometry,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/27
1314,30002346,OWR-12490-008,Wild McKay Identity for Crepant Resolutions,Algebraic Geometry,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/27
1315,30002349,OWR-12493-003,Characteristic-Zero Lifts of Local Galois Extensions,Number Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2013/30
1316,30002357,OWR-12494-003,Pythagoras Numbers of Real Function Fields,Algebra,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/31
1317,30002358,OWR-12494-004,Possible Values of Characteristic-Two Quadratic-Form Invariants,Algebra,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/31
1318,30002359,OWR-12494-005,The Value Nine and Universality for Quadratic-Form Invariants,Algebra,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2013/31
1319,30002361,OWR-12495-001,Lott Secondary Index and Transfer Compatibility,Topology,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2013/32
1320,30002364,OWR-12495-004,Lefschetz-Class Properties Under CM Reduction,Algebraic Geometry,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2013/32
1321,30002367,OWR-12495-007,Topological Nilpotence Degree of Finite-Group Chow Rings,Algebra,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/32
1322,30002380,OWR-12583-003,Serre's Uniformity Problem for Elliptic Curves,Number Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2013/35
1323,30002387,OWR-12588-003,Existence of Solutions to the Inverse $\sigma_k$ Equation,Partial Differential Equations,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2013/40
1324,30002389,OWR-12589-001,All-Time Soliton Resolution for Equivariant Wave Maps,Partial Differential Equations,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2013/41
1325,30002390,OWR-12590-003,Hyperbolic Limit Sets and Fibered Four-Manifolds,Topology,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2013/42
1326,30002397,OWR-12591-010,Atomlessness from Operator-Valued Cauchy Transforms,Probability,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/43
1327,30002399,OWR-12592-001,Uniqueness and Existence of Link-Invariant Categorifications,Algebraic Geometry,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/44
1328,30002400,OWR-12592-002,Entropy of Serre Functors and Algebraicity,Algebraic Geometry,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/44
1329,30002421,OWR-12723-007,Discrepancy Lower Bounds for Line Unions in Three Dimensions,Analysis,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2013/49
1330,30002423,OWR-12723-011,Polynomial Tractability of Permutation-Invariant Integration,Computer Science,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/49
1331,30002426,OWR-12724-008,Distal Actions with Negative Infinite Sofic Entropy,Dynamical Systems,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2013/50
1332,30002431,OWR-12725-006,Polignac Conjecture for Consecutive Prime Gaps,Number Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/51
1333,30002434,OWR-12725-009,Polynomial Asymptotics for Shifted Divisor Correlations,Number Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/51
1334,30002435,OWR-12725-010,Polynomial Images of Subgroups and Function-Field Curve Points,Number Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2013/51
1335,30002440,OWR-12726-001,Quenched Central Limit Theorem for Small-Disorder Random Walks,Probability,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2013/52
1336,30002450,OWR-12732-002,Potentials for Quivers from Twice-Punctured Surfaces,Algebra,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2013/58
1337,30002458,OWR-12861-001,Existence of Combinatorial Designs at Admissible Orders,Combinatorics,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/01
1338,30002459,OWR-12861-004,Sidorenko's Inequality for Bipartite Graphs,Graph Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/01
1339,30002460,OWR-12861-005,Linear Cycle-and-Edge Decompositions of Graphs,Graph Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/01
1340,30002462,OWR-12861-010,Realizability and Consequences of Graph Profiles,Graph Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/01
1341,30002463,OWR-12861-011,Structural Determinants of Graph Ramsey Numbers,Graph Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/01
1342,30002464,OWR-12861-012,Ramsey Numbers in Terms of Degeneracy,Graph Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/01
1343,30002465,OWR-12861-013,Sparse Random Graphs Avoiding Non-Bipartite Subgraphs,Graph Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/01
1344,30002467,OWR-12861-018,Extremal Numbers of Tight Hypergraph Paths and Cycles,Combinatorics,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/01
1345,30002468,OWR-12861-019,Biclique Partition Numbers of Random Graphs,Probability,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/01
1346,30002469,OWR-12861-020,Graph Blocks and Coset Partition Refinements,Graph Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/01
1347,30002470,OWR-12861-021,Spanning Near-Squares of Odd Cycles,Graph Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/01
1348,30002475,OWR-12861-026,Nonsingularity and Limit Laws for Random Matrices,Probability,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/01
1349,30002476,OWR-12861-027,Diagonal Signings and Real Eigenvalues of Random Matrices,Probability,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/01
1350,30002477,OWR-12862-001,Universal Aronszajn Trees at Aleph One,Set Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/02
1351,30002478,OWR-12862-004,Classifiable Conjugacy in Automorphism Groups of Simple $C^*$-Algebras,Algebra,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/02
1352,30002487,OWR-12864-002,Burnstile Lobe Sequences and Loss of Primary Intersections,Dynamical Systems,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/04
1353,30002497,OWR-12866-004,Irrational Local Maxima of the Fractional-Part Autocorrelation,Number Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/06
1354,30002500,OWR-12866-008,Attainable Zero Counts of Nonnegative Bivariate Polynomials,Number Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/06
1355,30002505,OWR-12866-014,Averaging Times for $H^p$ Dirichlet Polynomials,Analysis,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/06
1356,30002507,OWR-12866-017,A Dirichlet Series with Exactly One Zero,Number Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/06
1357,30002509,OWR-12867-001,Optimal-Dimensional Spines for Teichmüller and Arithmetic Spaces,Topology,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/07
1358,30002510,OWR-12867-002,Good Spines of Teichmüller Space,Topology,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/07
1359,30002514,OWR-12867-007,Galois Orbits of Finite Planar Trees,Number Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/07
1360,30002520,OWR-12868-005,Mixed Hodge Polynomials of Character Varieties,Algebra,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/08
1361,30002524,OWR-12869-001,Projective Fundamental Groups Among Kähler Groups,Geometry,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/09
1362,30002531,OWR-12870-001,Bounded Negativity on Smooth Projective Surfaces,Algebraic Geometry,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/10
1363,30002533,OWR-12870-003,New Rational Lyapunov Exponents on Hilbert Modular Surfaces,Dynamical Systems,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/10
1364,30002540,OWR-12871-003,Tannakian Structures in Feynman Categories,Algebra,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/11
1365,30002541,OWR-12872-006,Scaling Limits of Nonsubcritical Block Stable Random Graphs,Graph Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/12
1366,30002544,OWR-12872-014,Enumeration of Graphs with Prescribed Degree Sequences,Combinatorics,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; algorithmic_target,https://doi.org/10.4171/owr/2014/12
1367,30002546,OWR-12872-017,Combinatorial Interpretation of an $A_{2n}^{(2)}$ Rogers–Ramanujan Identity,Combinatorics,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/12
1368,30002549,OWR-12873-001,Universal Almost-Sure Prediction for Stationary Gaussian Processes,Probability,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/13
1369,30002552,OWR-12873-005,Simultaneous Adaptive Estimation Across Norms and Derivatives,Probability,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/13
1370,30002556,OWR-12875-004,Finite-Area Infinite-Genus Surfaces with Lattice Veech Groups,Geometry,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/15
1371,30002558,OWR-12975-002,Decidability and Finiteness of Rational Joint Spectral Radii,Computer Science,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects; algorithmic_target,https://doi.org/10.4171/owr/2014/17
1372,30002559,OWR-12975-003,Spectrahedrality of Hyperbolicity Cones,Geometry,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/17
1373,30002562,OWR-12975-007,Zero Thresholds for Positive Semidefinite Ternary Forms,Algebraic Geometry,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/17
1374,30002563,OWR-12975-008,Efficient Moment Relaxations for Polynomial Optimization,Computer Science,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/17
1375,30002565,OWR-12975-011,Completely Positive Separation for the Integer Lattice,Group Theory,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/17
1376,30002566,OWR-12975-012,Uniform Sum-of-Squares Multipliers on Real Projective Curves,Algebraic Geometry,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/17
1377,30002569,OWR-12976-002,Support Uncertainty for Finite Cyclic Short-Time Fourier Transforms,Analysis,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/18
1378,30002574,OWR-12977-005,Dynamic Constraints on Cancer-Cell Passage Through Tissue,Miscellaneous,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/19
1379,30002577,OWR-12978-003,Structure and Classification Problems for Noetherian Hopf Algebras,Algebra,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/20
1380,30002578,OWR-12978-004,Diagram Folding and Structural Equivalence of Hopf Algebras,Algebra,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,construction_or_counterexample,https://doi.org/10.4171/owr/2014/20
1381,30002579,OWR-12978-005,Quotient Rings and Homological Properties of Hopf-Module Algebras,Algebra,0.0405,0.0054,0.162,3,0.0225,0.6,automatic,unreviewed,open,True,True,,computable_objects,https://doi.org/10.4171/owr/2014/20
